10 10
2 0.004662207705773409 -0.0010642652137494452
2 -0.032852560214270854 -0.008745359877614173
2 -0.010778641612644508 0.0027908078801812232
2 0.006523169456788462 0.01627131749426276
2 0.007627416509964655 0.004138125980632097
2 -0.006864953562791779 -0.0009439873758848702
2 -0.00978421469836936 0.0018330183920525012
2 0.001050712251047937 0.009646718954459543
2 0.006471937086873736 0.010164191043107555
2 0.019711823819978082 0.0041623132777809015
10 10
2 -0.894373722833253 -2.046348159152147
2 -0.3372982427922304 -0.24123956403017568
2 -0.6254066942667782 -1.2618934223243772
2 0.6455670588796053 0.824888534042747
2 0.15990752982381112 -0.17973933343326368
2 -0.3361560551115827 -1.4133715395995055
2 0.6335964170502028 0.5259338818098738
2 -0.07710972020981992 0.42438538813368604
2 -0.45067210857135626 -1.275502641805772
2 0.7281771571853941 -0.7326903958484807
10 10
2 -3.7706091999587006 -0.041121487572940145
2 3.9244722041425035 5.7757651834748405
2 10.1235011419286 -7.049545167712131
2 -6.94132382087181 4.023474278439589
2 -7.291495017526764 7.968930642847816
2 7.326768249351044 0.8789047728230461
2 -3.361831906796194 0.907873671679382
2 -12.315381554712147 2.629877737873398
2 2.5117640530196708 -2.5544308530211435
2 2.9003977607579374 1.1323219378284393
10 10
2 0.014221295944011086 -0.0066411264354388115
2 0.019083710219264062 0.03386329678498969
2 0.035926522569532826 0.033651293641261015
2 0.06181066128642121 0.06672409189311065
2 0.07086259316334217 0.07373317679059495
2 0.10471941540787943 0.11005190562223116
2 0.13574817862114325 0.1083322524323897
2 0.15405262062684047 0.12883381552096043
2 0.15005830485049954 0.1728687435533878
2 0.18502583350324195 0.1866022318438928
10 10
2 0.123503109415827 0.7942580653144017
2 -0.44908290681319996 -0.7077122861444708
2 -0.9890020183417587 -0.13148445620087085
2 -0.38354031205576544 0.6038087217496275
2 0.6976896968686123 0.029519513785933614
2 -0.7511347658624912 0.23521317133990788
2 -0.5488119610415143 0.22223389734341165
2 -1.31271147798902 1.6853716973894959
2 0.8223938812104741 1.0318175598900245
2 2.0194127464177343 -0.8922694885091322
10 10
2 6.053849133016768 -7.730006990369675
2 5.609688123640527 -3.6021982618726405
2 -3.9854713348605655 -2.3747268274089564
2 -5.4688886127352285 7.712260273612141
2 9.80363807348536 -6.380361864832739
2 -2.2071484713165432 0.532534259261393
2 6.505682417687592 3.2045236938803683
2 -0.19058468571511178 -4.07919120070056
2 1.2727324253400247 1.5382016907812397
2 4.366632816468175 6.519216989803282
10 10
2 0.0037329858305118436 -0.015629167872933135
2 -0.015483405844849477 -0.015571697823963681
2 -0.02239033962377705 -0.0335681699449895
2 -0.06413565375884077 -0.059201072310413036
2 -0.09804045106079684 -0.08245854710114721
2 -0.09180035471166431 -0.10204071606653493
2 -0.09973833916259289 -0.12044520394046457
2 -0.13651853228893077 -0.11288213364727076
2 -0.16444139988467235 -0.14944582246167762
2 -0.18008989338263373 -0.1811388125297793
10 10
2 1.2409132442833661 1.0427861059042773
2 -0.26006180795222184 -2.3095119882699233
2 -0.5395812730028189 1.1109526200515223
2 -0.6315354846307468 -1.5741568190963913
2 -1.6149677344750528 -1.119420164921738
2 0.30094464444548696 -0.042297386051245486
2 0.12298060406433997 0.11672003056227645
2 -0.9655842214009374 -0.6913312946720279
2 -2.3811495870287565 -1.2119624585765059
2 1.078695427695956 -0.5128372190111659
10 10
2 0.773089281897877 -0.15101459406523524
2 -4.786145547200965 2.7163540319156767
2 1.652528499428418 -2.522323112894752
2 2.168697527466388 0.13930911716719138
2 2.280785247452781 -4.047416091500759
2 -5.970530916949131 2.977676557824034
2 2.8393025096829936 7.114279516001233
2 -0.9645612825948555 5.020647051701093
2 -5.729919493186964 2.8724518150684
2 -0.7141861076026268 -0.4026458748021533
10 10
2 0.0020457166529608854 0.0014196762814788317
2 0.49180982110419574 0.5059334834004288
2 0.9872997936560695 0.995455460135292
2 1.5113986566517135 1.4947703838439896
2 1.9956569869977316 1.9932600932843445
2 2.4900374392509086 2.4767520033393255
2 3.012063668267327 3.009561557770189
2 3.5011759368938598 3.492389373623741
2 3.9974604064918693 4.024532721046102
2 4.501517874062637 4.489777726893948
10 10
2 0.5676783962579217 0.08142432176409142
2 -0.7447489733619761 -0.06667604978424169
2 1.7188581109972865 1.7996382010006784
2 1.7675845471792666 1.5040346413138732
2 1.1137017743177067 1.6252153522642565
2 2.5348779880242236 1.7581280207558487
2 4.564843448949172 4.45666397856162
2 1.388406704833471 2.1871734415390613
2 3.125650215563674 2.373341977953902
2 4.210865073454485 4.067561438377813
10 10
2 1.9502730864130786 0.3600390252254801
2 -3.878977612189143 -1.2644691021936934
2 -0.6223667805597803 1.019567148157735
2 9.771086644361356 5.989230879792747
2 -2.5113486013448325 4.466924616871454
2 3.872701304994611 -0.27042613295748863
2 9.029093740728602 -0.6858826243239831
2 4.799636951406178 8.354276251393848
2 5.676449244366363 9.826227515552784
2 1.4149482192164244 0.2552852190355255
10 10
2 -0.0029443145824114363 -0.006698247988187975
2 -0.5038073569389832 -0.49427750705899937
2 -1.0143261214757238 -0.9828170430014074
2 -1.4821041651284548 -1.5164606528540754
2 -1.9975995025204503 -2.020502613185872
2 -2.4933869186317232 -2.4959046107353653
2 -3.00329929800979 -2.999997084674079
2 -3.500757387691076 -3.495533182791209
2 -4.013823904591126 -3.993104959261387
2 -4.500528560659368 -4.496554853936416
10 10
2 -0.5480628725368571 1.171023208661303
2 -1.4750752517470223 0.20976606061024705
2 -1.4953689092760707 0.7438840273897782
2 -1.7991185786875128 -0.26812242229378747
2 -1.4813531304102878 -1.7240401153503786
2 -2.2533787242752674 -2.187204335359916
2 -3.3573159704672544 -2.6988957094972883
2 -2.600105677498927 -4.703714460241098
2 -3.2363493368694374 -2.422796819997321
2 -3.1157297970488242 -3.592805457361903
10 10
2 -5.219369258388998 -1.1013522903750668
2 3.0110274099407732 7.071771010481197
2 1.9752613371512466 -2.1141146628534413
2 0.8759298216567402 -3.53758233569782
2 -1.6046196622300526 -7.177781269089413
2 3.4425592451822578 -10.26457626769539
2 0.8488586531254598 -5.7878285725116445
2 2.6354553695530623 -7.892847441991561
2 1.1656291748935192 -1.074318281773206
2 -9.734129028791093 -7.001551751124496
10 10
3 -0.003709385753939262 -0.025290654809798686 -0.021600994455261164
3 -0.0011661059900510177 -0.01503787121116967 0.01242201558508042
3 -0.010863941344756578 0.002521340196164676 0.011581931190694008
3 0.005614987967811797 0.003118991556059658 -0.002218492843620103
3 0.003669320770798944 -0.008268468937625778 -0.011502570178554428
3 -0.0007467467028746398 -0.012140079450610583 -0.0020016877882840685
3 -0.00036549030324603587 0.003154658517579926 -0.0068226219609986765
3 0.009134421802420504 3.61003037361004e-05 -0.014431834505162389
3 -0.003048215072733852 0.018628268334853385 0.010453201712905884
3 -0.0005801666990024409 -0.0005426632763440068 -0.00673798935641205
10 10
3 0.037204894461099584 1.4555398224996046 -0.8232847383193937
3 0.3209900049211084 -1.6999636102144546 -1.0008086364898565
